"統一編號","公司名稱","公司地址","資本總額","實收資本額","在境內營運資金","核准設立日期","營業地址（財政資訊中心匯入）","行業代號（財政資訊中心匯入）","財政資訊中心匯入日期","股票代號（金融監督管理委員會匯入）","產業別（金融監督管理委員會匯入）","金融監督管理委員會匯入日期","商標資料（智慧財產局匯入）","智慧財產局匯入日期"
"00053380","光宜芳苑六股份有限公司","臺北市信義區松高路1號10樓之1","100000000","100000"," ","1131126","臺北市信義區興雅里松高路１號１０樓之１","353011,281099,,","26-MAR-26","","","","",""
"00053728","鳴築景觀生態設計有限公司","臺北市大安區復興南路1段352號2樓之3","500000"," "," ","1130815","臺北市大安區和安里復興南路１段３５２號２樓之３","434015,740100,,","26-MAR-26","","","","",""
"00054347","光宜芳苑一股份有限公司","臺北市信義區松高路1號10樓之1","100000000","100000"," ","1131126","臺北市信義區興雅里松高路１號１０樓之１","289099,281099,353011,","26-MAR-26","","","","",""
"00059547","定力實業有限公司","臺北市中山區松江路139號2樓之4","300000"," "," ","1130930","臺北市中山區中央里松江路１３９號２樓之４","381111,464913,,","26-MAR-26","","","","",""
"00062206","莉原國際有限公司","臺北市大安區忠孝東路3段211號5樓","500000"," "," ","1131108","臺北市大安區昌隆里忠孝東路３段２１１號５樓","702099,454920,472933,","26-MAR-26","","","","",""
"00067906","亞徠薩有限公司","臺北市大安區復興南路2段327號3樓之2","400000"," "," ","1130815","臺北市大安區臥龍里復興南路二段３２７號３樓之２","702099,702012,,","26-MAR-26","","","","",""
"00069799","淳覺植饌有限公司","臺北市北投區育仁路16號3樓","200000"," "," ","1131105","臺北市北投區育仁路１６號３樓","471999,760912,,","26-MAR-26","","","","",""
"00070000","如郁有限公司","臺北市松山區光復北路119號7樓","100000"," "," ","1140303","臺北市松山區光復北路１１９號７樓","812100,,,","26-MAR-26","","","","",""
"00070640","云豆坊有限公司","臺北市士林區福德路57巷6號1樓","3000000"," "," ","1130905","臺北市中山區康樂里中山北路２段４５巷１１號５樓","454111,472999,454700,454999","26-MAR-26","","","","",""
"00072078","仁帷股份有限公司","臺北市大安區羅斯福路3段135號5樓之1","10000000","10000000"," ","1130814","臺北市大安區古莊里羅斯福路三段１３５號５樓之１","869100,457199,,","26-MAR-26","","","","",""
"00073111","冒曦資訊工業有限公司","臺北市中山區長安東路2段171號5樓之3","200000"," "," ","1131128","臺北市中山區力行里長安東路２段１７１號５樓之３","620299,740100,740200,483111","26-MAR-26","","","","",""
"00077974","金富陽能源股份有限公司","臺北市南港區園區街3號16號之1","2500000","2500000"," ","1131008","臺北市南港區園區街３號１６樓之１","649911,760999,340099,433199","26-MAR-26","","","","",""
"00079255","耘之藝有限公司","臺北市內湖區陽光街321巷18號3樓","200000"," "," ","1131023","臺北市內湖區湖元里陽光街３２１巷１８號３樓","011999,451099,,","26-MAR-26","","","","",""
"00081724","樸實人禾股份有限公司","臺北市中正區仁愛路2段71號2樓之6","500000","500000"," ","1131106","臺北市中正區仁愛路２段７１號２樓之６","670012,681211,,","26-MAR-26","","","","",""
"00084031","瑞軒綠能科技有限公司","臺北市大安區復興南路2段237號13樓","300000"," "," ","1130815","臺北市大安區群賢里復興南路二段２３７號１３樓","281099,340015,465311,456199","26-MAR-26","","","","",""
"00086447","世瑞有限公司","臺北市大安區敦化南路1段187巷59號1樓","500000"," "," ","1130827","臺北市大安區建安里敦化南路１段１８７巷５９號１樓","561115,,,","26-MAR-26","","","","",""
"00087706","希者先生食品有限公司","臺北市中山區復興北路48號10樓","300000"," "," ","1130820","臺北市中山區力行里復興北路４８號１０樓","011999,,,","26-MAR-26","","","","",""
"00088212","德威鑫盈有限公司","臺北市松山區光復北路95號5樓","15000000"," "," ","1130909","臺北市松山區光復北路９５號５樓","464920,464922,464999,","26-MAR-26","","","","",""
"00088472","禾向室內裝修有限公司","臺北市中正區忠孝西路1段72號2樓之1","1000000"," "," ","1131029","臺北市中正區忠孝西路１段７２號２樓之１","434011,,,","26-MAR-26","","","","",""
"00090385","中愷國際貿易有限公司","臺北市中山區松江路479號1樓","2000000"," "," ","1131129","臺北市中山區行政里松江路４７９號１樓","472311,454399,472999,","26-MAR-26","","","","",""
"00090646","森淼自然設計有限公司","臺北市松山區敦化北路244巷27號1樓","500000"," "," ","1131220","臺北市松山區民有里敦化北路２４４巷２７號","453211,432000,,","26-MAR-26","","","","",""
"00097296","寵寵生醫股份有限公司","臺北市信義區基隆路2段15號5樓","10000000","2000000"," ","1130813","臺北市信義區基隆路２段１５號５樓","469922,485222,,","26-MAR-26","","","","",""
"00098226","奕思生技股份有限公司","臺北市內湖區洲子街12號2樓","1000000","1000000"," ","1140123","臺北市內湖區港墘里洲子街１２號二樓","032111,011699,454399,472311","26-MAR-26","","","","",""
"00099490","錦豐環球有限公司","臺北市信義區忠孝東路5段71巷11弄5號","300000"," "," ","1131014","臺北市信義區興雅里忠孝東路五段７１巷１１弄５號","456211,456700,457299,","26-MAR-26","","","","",""
"00101622","兆豐國際物業股份有限公司","臺北市大安區忠孝東路4段270號2樓之1","5000000","1500000"," ","1140218","臺北市大安區正聲里忠孝東路四段２７０號２樓之１","800011,812100,813000,","26-MAR-26","","","","",""
"00102755","悅途實業有限公司","臺北市中山區南京東路1段34號7樓","300000"," "," ","1130923","臺北市中山區正得里南京東路１段３４號７樓","702099,782000,812100,382112","26-MAR-26","","","","",""
"00103157","儒常生態顧問有限公司","臺北市大同區甘谷街26號5樓","400000"," "," ","1131122","臺北市大同區永樂里甘谷街２６號５樓","472111,472112,702099,760999","26-MAR-26","","","","",""
"00109552","莊子清潔股份有限公司","臺北市中山區建國北路3段90號1樓","10000000","5000000"," ","1131213","臺北市中山區行政里建國北路３段９０號１樓","381113,812911,381112,","26-MAR-26","","","","",""
"00111776","皇潔有限公司","臺北市萬華區長沙街2段11號5樓之11","1000000"," "," ","1131223","臺北市萬華區新起里長沙街二段１１號５樓之１１","434011,439014,382111,","26-MAR-26","","","","",""
"00111826","肆帷室內裝修設計有限公司","臺北市萬華區忠孝西路2段20號3樓","50000"," "," ","1131025","臺北市萬華區忠孝西路２段２０號３樓","434015,434011,434012,434013","26-MAR-26","","","","",""
"00115415","久陽有限公司","臺北市中正區博愛路60號8樓","6000000"," "," ","1131004","臺北市中正區博愛路６０號８樓","353011,,,","26-MAR-26","","","","",""
"00115935","爪族動力生物科技股份有限公司","臺北市信義區忠孝東路5段412號2樓之8","5000000","1537000"," ","1130919","臺北市信義區忠孝東路５段４１２號２樓之８","454921,487199,,","26-MAR-26","","","","",""
"00116076","藍拓科技股份有限公司","臺北市信義區基隆路2段179號15樓之2","30000000","2500000"," ","1140210","臺北市信義區基隆路２段１７９號１５樓之２","760912,,,","26-MAR-26","","","","",""
"00116511","泊鈺日能股份有限公司","臺北市內湖區民權東路6段180巷6號4樓","100000","100000"," ","1131204","臺北市內湖區寶湖里民權東路６段１８０巷６號４樓","351000,,,","26-MAR-26","","","","",""
"00121373","向陽萬金光電股份有限公司","臺北市大安區敦化南路2段99號12樓","1400000000","65000000"," ","1130905","臺北市大安區義安里敦化南路２段９９號１２樓","351000,,,","26-MAR-26","","","","",""
"00122751","天下糧倉科技股份有限公司","臺北市中正區重慶南路1段63號11樓之3","10180000","10180000"," ","1131127","臺北市中正區黎明里重慶南路１段６３號１１樓之３","451099,740999,721000,","26-MAR-26","","","","",""
"00123105","致達能源股份有限公司","臺北市中山區復興北路2號11樓之8","1000000","10000"," ","1131202","臺北市中山區朱崙里復興北路２號１１樓之８","281099,,,","26-MAR-26","","","","",""
"00123111","宸紘國際貿易有限公司","臺北市中山區南京西路1之1號11樓","1000000"," "," ","1131224","臺北市中山區南京西路１之１號１１樓","454111,454811,454399,454999","26-MAR-26","","","","",""
"00123766","刺客文創產業有限公司","臺北市信義區光復南路429號4樓之1","2000000"," "," ","1131021","臺北市信義區正和里光復南路４２９號４樓之１","454999,,,","26-MAR-26","","","","",""
"00125315","金富鈅生活科技有限公司","臺北市中正區懷寧街76號1樓","2000000"," "," ","1130924","臺北市中正區懷寧街７６號１樓","432000,089199,089999,","26-MAR-26","","","","",""
"00127799","嘉城地產股份有限公司","臺北市中山區民權東路2段3號12樓","1000000","1000000"," ","1130910","臺北市中山區民權東路２段３號１２樓","670012,702099,681211,","26-MAR-26","","","","",""
"00128312","彪凱有限公司","臺北市松山區南京東路4段141號1樓","300000"," "," ","1131224","臺北市松山區東勢里南京東路４段１４１號１樓","702099,,,","26-MAR-26","","","","",""
"00129678","迪西寵物服務有限公司","臺北市信義區和平東路3段453號1樓","2000000"," "," ","1140227","臺北市信義區黎忠里和平東路三段４５３號１樓","969021,485221,485222,","26-MAR-26","","","","",""
"00129706","友志代夫股份有限公司","臺北市松山區敦化北路102號3樓","300000000","86000000"," ","1130903","臺北市松山區中正里敦化北路１０２號３樓","453111,453112,813000,473111","26-MAR-26","","","","",""
"00131668","皇家開發經營有限公司","臺北市大同區環河北路1段413巷9號","6000000"," "," ","1130820","臺北市大同區環河北路１段４１３巷９號","524100,434011,487912,464917","26-MAR-26","","","","",""
"00139161","滙鑫創意有限公司","臺北市萬華區昆明街316號1樓","50000"," "," ","1131008","臺北市萬華區福音里昆明街３１６號１樓","820211,820212,,","26-MAR-26","","","","",""
"00139388","新思永續顧問有限公司","臺北市內湖區內湖路1段98號5樓","500000"," "," ","1131024","臺北市內湖區內湖路１段９８號５樓","711299,702099,631299,","26-MAR-26","","","","",""
"00143257","綠野心田有限公司","臺北市松山區寶清街17號4樓之1","3000000"," "," ","1140225","臺北市松山區寶清街１７號４樓之１","485111,485113,,","26-MAR-26","","","","",""
"00146917","悅萊水產股份有限公司","臺北市萬華區長順街42號","15000000","15000000"," ","1130904","臺北市萬華區長順街４２號","454399,,,","26-MAR-26","","","","",""
"00148056","鋐郁實業有限公司","臺北市大同區西寧北路78之16號8樓","100000"," "," ","1130822","臺北市大同區西寧北路７８之１６號８樓","820212,702099,,","26-MAR-26","","","","",""
"00148078","雪瑞智策有限公司","臺北市信義區松高路9號25樓","500000"," "," ","1140211","臺北市信義區興雅里松高路９號２５樓","740912,702099,820212,","26-MAR-26","","","","",""
"00149626","福灣數位資融股份有限公司","臺北市大同區承德路1段40號12樓","20000000","20000000"," ","1131205","臺北市大同區承德路１段４０號１２樓","649999,669999,,","26-MAR-26","","","","",""
"00153579","愛綠能有限公司","臺北市大安區羅斯福路3段241號12樓","200000"," "," ","1140117","臺北市大安區大學里羅斯福路３段２４１號１２樓","289099,351000,,","26-MAR-26","","","","",""
"00154205","興麥田興業有限公司","臺北市文山區興隆路2段203巷68號2樓","500000"," "," ","1131118","臺北市文山區興邦里興隆路２段２０３巷６８號２樓","812100,,,","26-MAR-26","","","","",""
"00155773","卡迪食品有限公司","臺北市中正區金山南路1段30巷7號1樓","1000000"," "," ","1131118","臺北市中正區幸福里金山南路１段３０巷７號１樓","454400,454914,457299,","26-MAR-26","","","","",""
"00156034","恩穗行銷有限公司","臺北市大安區信義路4段296號15樓","1000000"," "," ","1130924","臺北市大安區通化里信義路４段２９６號１５樓","702012,731099,,","26-MAR-26","","","","",""
"00159882","寬股份有限公司","臺北市信義區東興路43號3樓","20000000","5000000"," ","1131218","臺北市信義區東興路４３號３樓","473211,,,","26-MAR-26","","","","",""
"00159927","鴻欣實業有限公司","臺北市南港區南深路23巷14號3樓","200000"," "," ","1131122","臺北市南港區南深路２３巷１４號３樓","813000,812100,381199,782000","26-MAR-26","","","","",""
"00162633","合睿科技有限公司","臺北市萬華區長泰街59巷3號","1500000"," "," ","1131216","臺北市萬華區壽德里長泰街５９巷３號","433199,,,","26-MAR-26","","","","",""
"00163577","光宜芳苑二股份有限公司","臺北市信義區松高路1號10樓之1","100000000","100000"," ","1131126","臺北市信義區興雅里松高路１號１０樓之１","289099,281099,353011,","26-MAR-26","","","","",""
"00163921","愛迪威股份有限公司","臺北市中山區南京東路2段150號7樓"," ","100000"," ","1140109","臺北市中山區朱園里南京東路２段１５０號７樓","731099,474999,,","26-MAR-26","","","","",""
"00166223","新宇海洋科技股份有限公司","臺北市大安區敦化南路2段98號2樓"," ","350000"," ","1130930","臺北市大安區群賢里敦化南路２段９８號２樓","771999,,,","26-MAR-26","","","","",""
"00168101","百茶千味實業有限公司","臺北市大安區信義路4段151號1樓","500000"," "," ","1131021","臺北市大安區敦安里信義路４段１５１號１樓","563199,,,","26-MAR-26","","","","",""
"00171204","果果景觀室內裝修有限公司","臺北市大同區長安西路150號14樓之1","1000000"," "," ","1131126","臺北市大同區長安西路１５０號１４樓之１","011999,011799,,","26-MAR-26","","","","",""
"00173456","諾亞智慧生醫股份有限公司","臺北市大安區敦化南路1段339號5樓","100000000","11500000"," ","1140205","臺北市大安區敦安里敦化南路１段３３９號５樓","469922,485221,485222,","26-MAR-26","","","","",""
"00173462","八八六建築有限公司","臺北市中正區南昌路1段54巷18號1樓","2000000"," "," ","1140226","臺北市中正區龍福里南昌路１段５４巷１８號１樓","740100,711111,,","26-MAR-26","","","","",""
"00177690","拓邦綠能顧問有限公司","臺北市中正區南陽街1號5樓","50000"," "," ","1140221","臺北市中正區黎明里南陽街１號５樓","461914,461999,,","26-MAR-26","","","","",""
"00180105","向陽萬德光電股份有限公司","臺北市大安區敦化南路2段99號12樓","1400000000","65000000"," ","1130905","臺北市大安區義安里敦化南路２段９９號１２樓","351000,,,","26-MAR-26","","","","",""
"00185312","瓦掐國際股份有限公司","臺北市士林區福國路95之24號1樓","10000000","1000000"," ","1130816","臺北市士林區德華里福國路９５之２４號１樓","434011,484112,,","26-MAR-26","","","","",""
"00185571","緯瀚管理顧問有限公司","臺北市南港區興南街54號","10000000"," "," ","1131024","臺北市南港區東新里興南街５４號","812100,381113,813000,","26-MAR-26","","","","",""
"00186760","鉎洋有限公司","臺北市大同區承德路3段110號","5000000"," "," ","1131030","臺北市大同區承德路３段１１０號","457114,,,","26-MAR-26","","","","",""
"00187070","子發科技工程有限公司","臺北市大安區信義路4段26號5樓之1","1500000"," "," ","1140108","臺北市大安區住安里信義路４段２６號５樓之１","429099,,,","26-MAR-26","","","","",""
"00190384","中華永續養殖股份有限公司","臺北市松山區八德路4段123號地下1層之1","10000000","10000000"," ","1131216","臺北市松山區八德路４段１２３號地下１層之１","472311,454399,457299,","26-MAR-26","","","","",""
"00192664","寵物派股份有限公司","臺北市大安區敦化南路2段99號13樓","27000000","500000"," ","1130926","臺北市大安區義安里敦化南路２段９９號１３樓","469922,,,","26-MAR-26","","","","",""
"00193707","穌艘國際有限公司","臺北市文山區羅斯福路6段403號1樓之11","300000"," "," ","1131030","臺北市文山區羅斯福路６段４０３號１樓之１１","485221,485222,,","26-MAR-26","","","","",""
"00193988","寬家開發建築股份有限公司","臺北市大安區忠孝東路4段148號10樓之10","3600000","3600000"," ","1130829","臺北市大安區建倫里忠孝東路４段１４８號１０樓之１０","410013,410099,421000,429099","26-MAR-26","","","","",""
"00194678","元佑股份有限公司","臺北市內湖區民權東路6段264號10樓","500000000","1000000"," ","1130823","臺北市內湖區葫洲里民權東路６段２６４號１０樓","782000,702099,,","26-MAR-26","","","","",""
"00195640","蓋亞營運軟體有限公司","臺北市大安區仁愛路3段26號5樓","100000"," "," ","1130927","臺北市大安區民炤里仁愛路３段２６號５樓","464111,,,","26-MAR-26","","","","",""
"00209150","品嘉保潔有限公司","臺北市中正區金山北路1號6樓之3","3000000"," "," ","1130820","臺北市中正區梅花里金山北路１號６樓之３","812100,381113,,","26-MAR-26","","","","",""
"00209551","榆市有限公司","臺北市中正區重慶南路1段83號6樓","1011888"," "," ","1130913","臺北市中正區黎明里重慶南路１段８３號６樓","451099,,,","26-MAR-26","","","","",""
"00209659","台灣犬生活有限公司","臺北市士林區承德路4段188號3樓","1000000"," "," ","1140204","臺北市士林區前港里承德路４段１８８號３樓","969099,454921,469922,","26-MAR-26","","","","",""
"00210728","鴻福英特泰有限公司","臺北市中山區南京東路2段178號5樓","500000"," "," ","1130912","臺北市中山區朱園里南京東路２段１７８號５樓","702099,760912,,","26-MAR-26","","","","",""
"00210987","提栮生技股份有限公司","臺北市中山區新生北路2段31之1號11樓之6"," ","1150000"," ","1130904","臺北市中山區新生北路２段３１之１號１１樓之６","712999,472914,454700,","26-MAR-26","","","","",""
"00213561","全海通有限公司","臺北市松山區民生東路3段156號19樓","60200417"," "," ","1131206","臺北市松山區民生東路３段１５６號１９樓","454999,472999,455999,","26-MAR-26","","","","",""
"00215060","儎生生醫有限公司","臺北市大安區忠孝東路3段305號6樓之1","1000000"," "," ","1140211","臺北市大安區誠安里忠孝東路３段３０５號６樓之１","457299,454999,,","26-MAR-26","","","","",""
"00215174","毛幫幫科技股份有限公司","臺北市松山區民生東路3段135號4樓","5000000","5000000"," ","1131211","臺北市松山區民有里民生東路３段１３５號４樓","485221,469922,,","26-MAR-26","","","","",""
"00217546","滿堂園建設股份有限公司","臺北市松山區八德路3段12巷5弄48號4樓","4280000","4280000"," ","1130927","臺北市松山區敦化里八德路３段１２巷５弄４８號４樓","681112,782000,969099,811000","26-MAR-26","","","","",""
"00217736","艾比有限公司","臺北市文山區興隆路3段181巷72號3樓","1500000"," "," ","1131025","臺北市文山區興家里興隆路３段１８１巷７２號３樓","903019,,,","26-MAR-26","","","","OCTOPOD,BEYOND JUNIOR,ABIIE,","2024-11-27"
"00221226","啓新能源科技股份有限公司","臺北市信義區光復南路429號5樓","9000000","9000000"," ","1131107","臺北市信義區正和里光復南路４２９號５樓","451099,,,","26-MAR-26","","","","",""
"00222858","五告萌股份有限公司","臺北市北投區行義路96巷15號2樓","5000000","1500000"," ","1140212","臺北市北投區行義路９６巷１５號２樓","455219,469922,485221,","26-MAR-26","","","","",""
"00224672","愛光能有限公司","臺北市大安區羅斯福路3段241號12樓","200000"," "," ","1140204","臺北市大安區大學里羅斯福路３段２４１號１２樓","289099,351000,,","26-MAR-26","","","","",""
"00225594","向晴實業有限公司","臺北市中山區南京東路3段189號8樓","200000"," "," ","1131203","臺北市中山區復華里南京東路３段１８９號８樓","740999,011799,813000,453211","26-MAR-26","","","","",""
"00225996","宇格廣告有限公司","臺北市信義區忠孝東路5段1之3號7樓","2000000"," "," ","1131203","臺北市信義區興雅里忠孝東路五段１─３號７樓","731099,,,","26-MAR-26","","","","",""
"00226854","泓景餐飲顧問有限公司","臺北市大安區忠孝東路3段251巷7弄12號1樓","2000000"," "," ","1130911","臺北市大安區誠安里忠孝東路３段２５１巷７弄１２號１樓","702099,,,","26-MAR-26","","","","",""
"00227191","泊鈺旭能股份有限公司","臺北市中正區忠孝東路2段130號9樓之4","2000000","2000000"," ","1131023","臺北市中正區幸市里忠孝東路２段１３０號９樓之４","351000,,,","26-MAR-26","","","","",""
"00228754","森彥本草永續科技股份有限公司","臺北市中正區羅斯福路2段68號6樓","10000000","2000000"," ","1131017","臺北市中正區南福里羅斯福路２段６８號６樓","453999,455113,760912,702099","26-MAR-26","","","","",""
"00231435","長芳有限公司","臺北市大同區南京西路163號2樓之72","1000000"," "," ","1140219","臺北市大同區南京西路１６３號２樓之７２","082015,082013,454399,089999","26-MAR-26","","","","",""
"00232390","瑆涷隆有限公司","臺北市大安區忠孝東路4段148號9樓之3","300000"," "," ","1131120","臺北市大安區建倫里忠孝東路４段１４８號９樓之３","487199,,,","26-MAR-26","","","","",""
"00234524","山豆几有限公司","臺北市大同區赤峰街41巷10號2樓","100000"," "," ","1131030","臺北市大同區赤峰街４１巷１０號２樓","454612,760912,,","26-MAR-26","","","","",""
"00234600","金長虹能源股份有限公司","臺北市南港區園區街3號16樓之1","200000000","22000000"," ","1130916","臺北市南港區園區街３號１６樓之１","433199,464299,,","26-MAR-26","","","","",""
"00235501","興盛園藝有限公司","臺北市中山區松江路315號11樓","200000"," "," ","1131001","臺北市中山區松江里松江路３１５號１１樓","485112,,,","26-MAR-26","","","","",""
"00236403","學人新創有限公司","臺北市松山區復興北路201號4樓之1","200000"," "," ","1140212","臺北市松山區松基里復興北路２０１號４樓之１","702099,591113,,","26-MAR-26","","","","",""
"00244065","家禾設計有限公司","臺北市大安區四維路134巷17號1樓","200000"," "," ","1130911","臺北市大安區住安里四維路１３４巷１７號１樓","740999,,,","26-MAR-26","","","","",""
"00246325","永煜興業有限公司","臺北市大同區重慶北路2段74號8樓","1000000"," "," ","1131108","臺北市大同區重慶北路２段７４號８樓","813000,432000,485111,740100","26-MAR-26","","","","",""
"00248816","緯業景觀設計有限公司","臺北市內湖區瑞光路605號2樓","1000000"," "," ","1131125","臺北市內湖區西湖里瑞光路６０５號２樓","740100,670012,813000,","26-MAR-26","","","","",""
"00251641","藝秀台灣花卉有限公司","臺北市信義區基隆路1段143號11樓之3","500000"," "," ","1130927","臺北市信義區興雅里基隆路１段１４３號１１樓之３","453211,,,","26-MAR-26","","","","",""
"00253710","哆買股份有限公司","臺北市大安區信義路4段1號2樓","1000000","1000000"," ","1131202","臺北市大安區仁慈里信義路４段１號２樓","542099,,,","26-MAR-26","","","","",""
"00422000","臺陽股份有限公司","臺北市大安區新生南路3段4號3樓","90000000","90000000"," ","0390316","臺北市大安區龍坡里新生南路３段４號３樓","681112,,,","26-MAR-26","","","","","2024-11-27"
"01127287","佑誼企業股份有限公司","臺北市大同區長安西路287號11樓之12","6000000","6000000"," ","0741002","臺北市大同區長安西路２８７號１１樓之１２","433111,,,","26-MAR-26","","","","",""
"01176940","聯根股份有限公司","臺北市士林區文林路169號","50000000","29990000"," ","0740226","臺北市士林區仁勇里文林路１６９號","670012,,,","26-MAR-26","","","","",""
"01178686","偉新國際興業有限公司","臺北市松山區復興北路1號10樓","95000000"," "," ","0740816","臺北市松山區復興北路１號１０樓","457299,475299,474511,","26-MAR-26","","","","",""
"01189473","鈞源系統工程有限公司","臺北市中山區錦州街159號3樓之4","10000000"," "," ","0741118","臺北市中山區新生里錦州街１５９號３樓之４","451099,432000,439099,","26-MAR-26","","","","",""
"01193069","台灣宇治企業有限公司","臺北市士林區德行西路105號2樓","1000000"," "," ","0741214","臺北市士林區蘭興里德行西路１０５號２樓","454912,472999,472915,","26-MAR-26","","","","",""
"01520090","坤義室內裝修設計有限公司","臺北市信義區松隆路159巷39號1樓","5000000"," "," ","0741205","臺北市信義區雅祥里松隆路１５９巷３９號１樓","429099,431012,,","26-MAR-26","","","","",""
"01809229","建麗實業股份有限公司","臺北市北投區承德路7段302號4樓","21000000","21000000"," ","0740906","臺北市北投區承德路７段３０２號４樓","469922,464911,458399,","26-MAR-26","","","","FORMATE,中華,紅麗,香積世界,","2024-11-27"
"02043223","統勝工業股份有限公司","臺北市南港區南港路3段137號1樓","1200000","1200000"," ","0610808","臺北市南港區玉成里南港路３段１３７號１樓","251199,530100,,","26-MAR-26","","","","",""
"02279803","明園實業股份有限公司","臺北市士林區德行西路40號1樓","500000000","88000000"," ","0740809","臺北市士林區德行里德行西路４０號１樓","461214,681112,,","26-MAR-26","","","","",""
"03069208","天成飯店股份有限公司","臺北市中正區忠孝西路1段43號","129600000","129600000"," ","0541127","臺北市中正區忠孝西路１段４３號","551011,485216,,","26-MAR-26","","","","COSMOS HOTEL,天成,COSMOS,","2024-11-27"
