school_name,meal_date,dish_category,dish_name,is_veg,ingredients,ingredient_count,summary,score,reference
新北市中和區私立竹林高中,2026-03-31,主菜,清蒸蔬菜捲,True,翠玉捲,1,蔬菜清蒸保留營養,5,"[""翠玉捲"", ""清蒸""]"
新北市新店區私立能仁家商,2026-03-31,主菜,清蒸蔬菜捲,True,翠玉捲,1,蔬菜清蒸保留營養,5,"[""翠玉捲"", ""清蒸""]"
新北市新莊區中平國中,2026-03-31,主菜,清蒸蔬菜捲,True,翠玉捲,1,蔬菜清蒸保留營養,5,"[""翠玉捲"", ""清蒸""]"
新北市新莊區昌隆國小,2026-03-31,主菜,清蒸蔬菜捲,True,翠玉捲,1,蔬菜清蒸保留營養,5,"[""翠玉捲"", ""清蒸""]"
新北市樹林區三多國小,2026-03-31,主菜,清蒸蔬菜捲,True,翠玉捲,1,蔬菜清蒸保留營養,5,"[""翠玉捲"", ""清蒸""]"
新北市樹林區文林國小,2026-03-31,主菜,清蒸蔬菜捲,True,翠玉捲,1,蔬菜清蒸保留營養,5,"[""翠玉捲"", ""清蒸""]"
新北市永和區私立竹林國小,2026-03-31,主菜,清蒸蔬菜捲,True,翠玉捲,1,蔬菜清蒸保留營養,5,"[""翠玉捲"", ""清蒸""]"
新北市永和區私立育才國小,2026-03-31,主菜,清蒸蔬菜捲,True,翠玉捲,1,蔬菜清蒸保留營養,5,"[""翠玉捲"", ""清蒸""]"
新北市永和區頂溪國小,2026-03-31,主菜,清蒸蔬菜捲,True,翠玉捲,1,蔬菜清蒸保留營養,5,"[""翠玉捲"", ""清蒸""]"
中華中學學校財團法人新北市福瑞斯特高中,2026-03-31,主食,產銷紫米飯,False,白米、紫糯米,2,糙米保留纖維，煮法健康,4,"[""紫糯米"", ""煮""]"
新北市三重區私立金陵女中,2026-03-31,主食,產銷紫米飯,False,白米、紫糯米,2,糙米保留纖維，煮法健康,4,"[""紫糯米"", ""煮""]"
新北市中和區光復國小,2026-03-31,主食,產銷紫米飯,False,白米、紫糯米,2,糙米保留纖維，煮法健康,4,"[""紫糯米"", ""煮""]"
新北市中和區秀山國小,2026-03-31,主食,產銷紫米飯,False,白米、紫糯米,2,糙米保留纖維，煮法健康,4,"[""紫糯米"", ""煮""]"
新北市新店區私立能仁家商,2026-03-31,主食,產銷紫米飯,False,白米、紫糯米,2,糙米保留纖維，煮法健康,4,"[""紫糯米"", ""煮""]"
新北市新莊區中平國中,2026-03-31,主食,產銷紫米飯,False,白米、紫糯米,2,糙米保留纖維，煮法健康,4,"[""紫糯米"", ""煮""]"
新北市新莊區新莊高中,2026-03-31,主食,產銷紫米飯,False,白米、紫糯米,2,糙米保留纖維，煮法健康,4,"[""紫糯米"", ""煮""]"
新北市新莊區昌隆國小,2026-03-31,主食,產銷紫米飯,False,白米、紫糯米,2,糙米保留纖維，煮法健康,4,"[""紫糯米"", ""煮""]"
新北市新莊區福營國中,2026-03-31,主食,產銷紫米飯,False,白米、紫糯米,2,糙米保留纖維，煮法健康,4,"[""紫糯米"", ""煮""]"
新北市樹林區三多國小,2026-03-31,主食,產銷紫米飯,False,白米、紫糯米,2,糙米保留纖維，煮法健康,4,"[""紫糯米"", ""煮""]"
新北市樹林區文林國小,2026-03-31,主食,產銷紫米飯,False,白米、紫糯米,2,糙米保留纖維，煮法健康,4,"[""紫糯米"", ""煮""]"
新北市樹林區樹林國小,2026-03-31,主食,產銷紫米飯,False,白米、紫糯米,2,糙米保留纖維，煮法健康,4,"[""紫糯米"", ""煮""]"
新北市永和區永和國小,2026-03-31,主食,產銷紫米飯,False,白米、紫糯米,2,糙米保留纖維，煮法健康,4,"[""紫糯米"", ""煮""]"
新北市永和區秀朗國小,2026-03-31,主食,產銷紫米飯,False,白米、紫糯米,2,糙米保留纖維，煮法健康,4,"[""紫糯米"", ""煮""]"
新北市永和區私立竹林國小,2026-03-31,主食,產銷紫米飯,False,白米、紫糯米,2,糙米保留纖維，煮法健康,4,"[""紫糯米"", ""煮""]"
新北市永和區私立育才國小,2026-03-31,主食,產銷紫米飯,False,白米、紫糯米,2,糙米保留纖維，煮法健康,4,"[""紫糯米"", ""煮""]"
臺北市文山區私立東山高中,2026-03-31,主食,產銷紫米飯,False,白米、紫糯米,2,糙米保留纖維，煮法健康,4,"[""紫糯米"", ""煮""]"
中華中學學校財團法人新北市福瑞斯特高中,2026-03-31,主食,茄汁義大利麵,True,三色豆、杏鮑菇、玉米粒、番茄、義大利麵,5,蔬菜豐富義大利麵，低油低鈉營養豐富,4,"[""三色豆"", ""杏鮑菇"", ""番茄"", ""煮""]"
新北市中和區秀山國小,2026-03-31,主食,茄汁義大利麵,True,三色豆、杏鮑菇、玉米粒、番茄、義大利麵,5,蔬菜豐富義大利麵，低油低鈉營養豐富,4,"[""三色豆"", ""杏鮑菇"", ""番茄"", ""煮""]"
新北市中和區私立竹林高中,2026-03-31,主食,茄汁義大利麵,True,三色豆、杏鮑菇、玉米粒、番茄、義大利麵,5,蔬菜豐富義大利麵，低油低鈉營養豐富,4,"[""三色豆"", ""杏鮑菇"", ""番茄"", ""煮""]"
新北市新店區私立能仁家商,2026-03-31,主食,茄汁義大利麵,True,三色豆、杏鮑菇、玉米粒、番茄、義大利麵,5,蔬菜豐富義大利麵，低油低鈉營養豐富,4,"[""三色豆"", ""杏鮑菇"", ""番茄"", ""煮""]"
新北市新莊區中平國中,2026-03-31,主食,茄汁義大利麵,True,三色豆、杏鮑菇、玉米粒、番茄、義大利麵,5,蔬菜豐富義大利麵，低油低鈉營養豐富,4,"[""三色豆"", ""杏鮑菇"", ""番茄"", ""煮""]"
新北市新莊區昌隆國小,2026-03-31,主食,茄汁義大利麵,True,三色豆、杏鮑菇、玉米粒、番茄、義大利麵,5,蔬菜豐富義大利麵，低油低鈉營養豐富,4,"[""三色豆"", ""杏鮑菇"", ""番茄"", ""煮""]"
新北市樹林區三多國小,2026-03-31,主食,茄汁義大利麵,True,三色豆、杏鮑菇、玉米粒、番茄、義大利麵,5,蔬菜豐富義大利麵，低油低鈉營養豐富,4,"[""三色豆"", ""杏鮑菇"", ""番茄"", ""煮""]"
新北市樹林區文林國小,2026-03-31,主食,茄汁義大利麵,True,三色豆、杏鮑菇、玉米粒、番茄、義大利麵,5,蔬菜豐富義大利麵，低油低鈉營養豐富,4,"[""三色豆"", ""杏鮑菇"", ""番茄"", ""煮""]"
新北市永和區私立竹林國小,2026-03-31,主食,茄汁義大利麵,True,三色豆、杏鮑菇、玉米粒、番茄、義大利麵,5,蔬菜豐富義大利麵，低油低鈉營養豐富,4,"[""三色豆"", ""杏鮑菇"", ""番茄"", ""煮""]"
新北市永和區私立育才國小,2026-03-31,主食,茄汁義大利麵,True,三色豆、杏鮑菇、玉米粒、番茄、義大利麵,5,蔬菜豐富義大利麵，低油低鈉營養豐富,4,"[""三色豆"", ""杏鮑菇"", ""番茄"", ""煮""]"
新北市永和區頂溪國小,2026-03-31,主食,茄汁義大利麵,True,三色豆、杏鮑菇、玉米粒、番茄、義大利麵,5,蔬菜豐富義大利麵，低油低鈉營養豐富,4,"[""三色豆"", ""杏鮑菇"", ""番茄"", ""煮""]"
中華中學學校財團法人新北市福瑞斯特高中,2026-03-31,副菜,Q打拋粉絲,False,冬粉、檸檬汁、洋蔥、番茄、魚露,5,清淡拌製，高纖維蔬菜搭配低加工澱粉食,4,"[""冬粉"", ""檸檬汁"", ""洋蔥"", ""番茄""]"
新北市三重區私立金陵女中,2026-03-31,副菜,Q打拋粉絲,False,冬粉、檸檬汁、洋蔥、番茄、魚露,5,清淡拌製，高纖維蔬菜搭配低加工澱粉食,4,"[""冬粉"", ""檸檬汁"", ""洋蔥"", ""番茄""]"
新北市中和區光復國小,2026-03-31,副菜,Q打拋粉絲,False,冬粉、檸檬汁、洋蔥、番茄、魚露,5,清淡拌製，高纖維蔬菜搭配低加工澱粉食,4,"[""冬粉"", ""檸檬汁"", ""洋蔥"", ""番茄""]"
新北市中和區秀山國小,2026-03-31,副菜,Q打拋粉絲,False,冬粉、檸檬汁、洋蔥、番茄、魚露,5,清淡拌製，高纖維蔬菜搭配低加工澱粉食,4,"[""冬粉"", ""檸檬汁"", ""洋蔥"", ""番茄""]"
新北市中和區私立竹林高中,2026-03-31,副菜,Q打拋粉絲,False,冬粉、檸檬汁、洋蔥、番茄、魚露,5,清淡拌製，高纖維蔬菜搭配低加工澱粉食,4,"[""冬粉"", ""檸檬汁"", ""洋蔥"", ""番茄""]"
新北市新店區私立能仁家商,2026-03-31,副菜,Q打拋粉絲,False,冬粉、檸檬汁、洋蔥、番茄、魚露,5,清淡拌製，高纖維蔬菜搭配低加工澱粉食,4,"[""冬粉"", ""檸檬汁"", ""洋蔥"", ""番茄""]"
新北市新莊區中平國中,2026-03-31,副菜,Q打拋粉絲,False,冬粉、檸檬汁、洋蔥、番茄、魚露,5,清淡拌製，高纖維蔬菜搭配低加工澱粉食,4,"[""冬粉"", ""檸檬汁"", ""洋蔥"", ""番茄""]"
新北市新莊區新莊高中,2026-03-31,副菜,Q打拋粉絲,False,冬粉、檸檬汁、洋蔥、番茄、魚露,5,清淡拌製，高纖維蔬菜搭配低加工澱粉食,4,"[""冬粉"", ""檸檬汁"", ""洋蔥"", ""番茄""]"
新北市新莊區昌隆國小,2026-03-31,副菜,Q打拋粉絲,False,冬粉、檸檬汁、洋蔥、番茄、魚露,5,清淡拌製，高纖維蔬菜搭配低加工澱粉食,4,"[""冬粉"", ""檸檬汁"", ""洋蔥"", ""番茄""]"
新北市新莊區福營國中,2026-03-31,副菜,Q打拋粉絲,False,冬粉、檸檬汁、洋蔥、番茄、魚露,5,清淡拌製，高纖維蔬菜搭配低加工澱粉食,4,"[""冬粉"", ""檸檬汁"", ""洋蔥"", ""番茄""]"
新北市樹林區三多國小,2026-03-31,副菜,Q打拋粉絲,False,冬粉、檸檬汁、洋蔥、番茄、魚露,5,清淡拌製，高纖維蔬菜搭配低加工澱粉食,4,"[""冬粉"", ""檸檬汁"", ""洋蔥"", ""番茄""]"
新北市樹林區文林國小,2026-03-31,副菜,Q打拋粉絲,False,冬粉、檸檬汁、洋蔥、番茄、魚露,5,清淡拌製，高纖維蔬菜搭配低加工澱粉食,4,"[""冬粉"", ""檸檬汁"", ""洋蔥"", ""番茄""]"
新北市永和區永和國小,2026-03-31,副菜,Q打拋粉絲,False,冬粉、檸檬汁、洋蔥、番茄、魚露,5,清淡拌製，高纖維蔬菜搭配低加工澱粉食,4,"[""冬粉"", ""檸檬汁"", ""洋蔥"", ""番茄""]"
新北市永和區私立育才國小,2026-03-31,副菜,Q打拋粉絲,False,冬粉、檸檬汁、洋蔥、番茄、魚露,5,清淡拌製，高纖維蔬菜搭配低加工澱粉食,4,"[""冬粉"", ""檸檬汁"", ""洋蔥"", ""番茄""]"
新北市永和區網溪國小,2026-03-31,副菜,Q打拋粉絲,False,冬粉、檸檬汁、洋蔥、番茄、魚露,5,清淡拌製，高纖維蔬菜搭配低加工澱粉食,4,"[""冬粉"", ""檸檬汁"", ""洋蔥"", ""番茄""]"
新北市永和區頂溪國小,2026-03-31,副菜,Q打拋粉絲,False,冬粉、檸檬汁、洋蔥、番茄、魚露,5,清淡拌製，高纖維蔬菜搭配低加工澱粉食,4,"[""冬粉"", ""檸檬汁"", ""洋蔥"", ""番茄""]"
臺北市文山區私立東山高中,2026-03-31,副菜,Q打拋粉絲,False,冬粉、檸檬汁、洋蔥、番茄、魚露,5,清淡拌製，高纖維蔬菜搭配低加工澱粉食,4,"[""冬粉"", ""檸檬汁"", ""洋蔥"", ""番茄""]"
中華中學學校財團法人新北市福瑞斯特高中,2026-03-31,副菜,Q蒸蛋,False,雞蛋,1,蛋白質豐富蒸蛋，低熱量高營養,5,"[""雞蛋"", ""蒸""]"
新北市中和區秀山國小,2026-03-31,副菜,Q蒸蛋,False,雞蛋,1,蛋白質豐富蒸蛋，低熱量高營養,5,"[""雞蛋"", ""蒸""]"
新北市中和區私立竹林高中,2026-03-31,副菜,Q蒸蛋,False,雞蛋,1,蛋白質豐富蒸蛋，低熱量高營養,5,"[""雞蛋"", ""蒸""]"
新北市永和區秀朗國小,2026-03-31,副菜,Q蒸蛋,False,雞蛋,1,蛋白質豐富蒸蛋，低熱量高營養,5,"[""雞蛋"", ""蒸""]"
新北市永和區私立竹林國小,2026-03-31,副菜,Q蒸蛋,False,雞蛋,1,蛋白質豐富蒸蛋，低熱量高營養,5,"[""雞蛋"", ""蒸""]"
臺北市文山區私立東山高中,2026-03-31,副菜,Q蒸蛋,False,雞蛋,1,蛋白質豐富蒸蛋，低熱量高營養,5,"[""雞蛋"", ""蒸""]"
中華中學學校財團法人新北市福瑞斯特高中,2026-03-31,副菜,彩椒花椰,True,彩椒、白花椰菜、綠花椰,3,多種花椰清爽搭配，維生素和纖維豐富,5,"[""彩椒"", ""白花椰菜"", ""綠花椰""]"
新北市中和區秀山國小,2026-03-31,副菜,彩椒花椰,True,彩椒、白花椰菜、綠花椰,3,多種花椰清爽搭配，維生素和纖維豐富,5,"[""彩椒"", ""白花椰菜"", ""綠花椰""]"
新北市中和區私立竹林高中,2026-03-31,副菜,彩椒花椰,True,彩椒、白花椰菜、綠花椰,3,多種花椰清爽搭配，維生素和纖維豐富,5,"[""彩椒"", ""白花椰菜"", ""綠花椰""]"
新北市新店區私立能仁家商,2026-03-31,副菜,彩椒花椰,True,彩椒、白花椰菜、綠花椰,3,多種花椰清爽搭配，維生素和纖維豐富,5,"[""彩椒"", ""白花椰菜"", ""綠花椰""]"
新北市新莊區中平國中,2026-03-31,副菜,彩椒花椰,True,彩椒、白花椰菜、綠花椰,3,多種花椰清爽搭配，維生素和纖維豐富,5,"[""彩椒"", ""白花椰菜"", ""綠花椰""]"
新北市新莊區昌隆國小,2026-03-31,副菜,彩椒花椰,True,彩椒、白花椰菜、綠花椰,3,多種花椰清爽搭配，維生素和纖維豐富,5,"[""彩椒"", ""白花椰菜"", ""綠花椰""]"
新北市樹林區三多國小,2026-03-31,副菜,彩椒花椰,True,彩椒、白花椰菜、綠花椰,3,多種花椰清爽搭配，維生素和纖維豐富,5,"[""彩椒"", ""白花椰菜"", ""綠花椰""]"
新北市樹林區文林國小,2026-03-31,副菜,彩椒花椰,True,彩椒、白花椰菜、綠花椰,3,多種花椰清爽搭配，維生素和纖維豐富,5,"[""彩椒"", ""白花椰菜"", ""綠花椰""]"
新北市永和區私立竹林國小,2026-03-31,副菜,彩椒花椰,True,彩椒、白花椰菜、綠花椰,3,多種花椰清爽搭配，維生素和纖維豐富,5,"[""彩椒"", ""白花椰菜"", ""綠花椰""]"
新北市永和區私立育才國小,2026-03-31,副菜,彩椒花椰,True,彩椒、白花椰菜、綠花椰,3,多種花椰清爽搭配，維生素和纖維豐富,5,"[""彩椒"", ""白花椰菜"", ""綠花椰""]"
新北市永和區頂溪國小,2026-03-31,副菜,彩椒花椰,True,彩椒、白花椰菜、綠花椰,3,多種花椰清爽搭配，維生素和纖維豐富,5,"[""彩椒"", ""白花椰菜"", ""綠花椰""]"
中華中學學校財團法人新北市福瑞斯特高中,2026-03-31,副菜,木須炒筍,True,木耳、毛豆仁、筍干,3,營養豐富的素食，含纖維與礦物質,4,"[""木耳"", ""毛豆仁"", ""炒""]"
新北市中和區秀山國小,2026-03-31,副菜,木須炒筍,True,木耳、毛豆仁、筍干,3,營養豐富的素食，含纖維與礦物質,4,"[""木耳"", ""毛豆仁"", ""炒""]"
新北市中和區私立竹林高中,2026-03-31,副菜,木須炒筍,True,木耳、毛豆仁、筍干,3,營養豐富的素食，含纖維與礦物質,4,"[""木耳"", ""毛豆仁"", ""炒""]"
新北市新店區私立能仁家商,2026-03-31,副菜,木須炒筍,True,木耳、毛豆仁、筍干,3,營養豐富的素食，含纖維與礦物質,4,"[""木耳"", ""毛豆仁"", ""炒""]"
新北市新莊區中平國中,2026-03-31,副菜,木須炒筍,True,木耳、毛豆仁、筍干,3,營養豐富的素食，含纖維與礦物質,4,"[""木耳"", ""毛豆仁"", ""炒""]"
新北市新莊區昌隆國小,2026-03-31,副菜,木須炒筍,True,木耳、毛豆仁、筍干,3,營養豐富的素食，含纖維與礦物質,4,"[""木耳"", ""毛豆仁"", ""炒""]"
新北市樹林區三多國小,2026-03-31,副菜,木須炒筍,True,木耳、毛豆仁、筍干,3,營養豐富的素食，含纖維與礦物質,4,"[""木耳"", ""毛豆仁"", ""炒""]"
新北市樹林區文林國小,2026-03-31,副菜,木須炒筍,True,木耳、毛豆仁、筍干,3,營養豐富的素食，含纖維與礦物質,4,"[""木耳"", ""毛豆仁"", ""炒""]"
新北市永和區私立竹林國小,2026-03-31,副菜,木須炒筍,True,木耳、毛豆仁、筍干,3,營養豐富的素食，含纖維與礦物質,4,"[""木耳"", ""毛豆仁"", ""炒""]"
新北市永和區私立育才國小,2026-03-31,副菜,木須炒筍,True,木耳、毛豆仁、筍干,3,營養豐富的素食，含纖維與礦物質,4,"[""木耳"", ""毛豆仁"", ""炒""]"
新北市永和區頂溪國小,2026-03-31,副菜,木須炒筍,True,木耳、毛豆仁、筍干,3,營養豐富的素食，含纖維與礦物質,4,"[""木耳"", ""毛豆仁"", ""炒""]"
中華中學學校財團法人新北市福瑞斯特高中,2026-03-31,副菜,椒鹽炸芋頭,True,芋頭,1,芋頭營養豐富但油炸增加熱量,2,"[""芋頭"", ""炸""]"
中華中學學校財團法人新北市福瑞斯特高中,2026-03-31,副菜,蘿蔔油腐,True,油豆腐、白蘿蔔,2,低熱量油豆腐搭配高纖維蘿蔔，營養平衡,4,"[""油豆腐"", ""白蘿蔔""]"
新北市中和區秀山國小,2026-03-31,副菜,蘿蔔油腐,True,油豆腐、白蘿蔔,2,低熱量油豆腐搭配高纖維蘿蔔，營養平衡,4,"[""油豆腐"", ""白蘿蔔""]"
新北市中和區私立竹林高中,2026-03-31,副菜,蘿蔔油腐,True,油豆腐、白蘿蔔,2,低熱量油豆腐搭配高纖維蘿蔔，營養平衡,4,"[""油豆腐"", ""白蘿蔔""]"
新北市新店區私立能仁家商,2026-03-31,副菜,蘿蔔油腐,True,油豆腐、白蘿蔔,2,低熱量油豆腐搭配高纖維蘿蔔，營養平衡,4,"[""油豆腐"", ""白蘿蔔""]"
新北市新莊區中平國中,2026-03-31,副菜,蘿蔔油腐,True,油豆腐、白蘿蔔,2,低熱量油豆腐搭配高纖維蘿蔔，營養平衡,4,"[""油豆腐"", ""白蘿蔔""]"
新北市新莊區昌隆國小,2026-03-31,副菜,蘿蔔油腐,True,油豆腐、白蘿蔔,2,低熱量油豆腐搭配高纖維蘿蔔，營養平衡,4,"[""油豆腐"", ""白蘿蔔""]"
新北市樹林區三多國小,2026-03-31,副菜,蘿蔔油腐,True,油豆腐、白蘿蔔,2,低熱量油豆腐搭配高纖維蘿蔔，營養平衡,4,"[""油豆腐"", ""白蘿蔔""]"
新北市樹林區文林國小,2026-03-31,副菜,蘿蔔油腐,True,油豆腐、白蘿蔔,2,低熱量油豆腐搭配高纖維蘿蔔，營養平衡,4,"[""油豆腐"", ""白蘿蔔""]"
新北市永和區私立竹林國小,2026-03-31,副菜,蘿蔔油腐,True,油豆腐、白蘿蔔,2,低熱量油豆腐搭配高纖維蘿蔔，營養平衡,4,"[""油豆腐"", ""白蘿蔔""]"
新北市永和區私立育才國小,2026-03-31,副菜,蘿蔔油腐,True,油豆腐、白蘿蔔,2,低熱量油豆腐搭配高纖維蘿蔔，營養平衡,4,"[""油豆腐"", ""白蘿蔔""]"
新北市永和區頂溪國小,2026-03-31,副菜,蘿蔔油腐,True,油豆腐、白蘿蔔,2,低熱量油豆腐搭配高纖維蘿蔔，營養平衡,4,"[""油豆腐"", ""白蘿蔔""]"
中華中學學校財團法人新北市福瑞斯特高中,2026-03-31,湯品,肉骨茶湯,False,紅蘿蔔、結頭菜、金針菇,3,蔬菜豐富且煮製，營養保留度佳,5,"[""紅蘿蔔"", ""結頭菜"", ""金針菇"", ""煮""]"
新北市三重區私立金陵女中,2026-03-31,湯品,肉骨茶湯,False,紅蘿蔔、結頭菜、金針菇,3,蔬菜豐富且煮製，營養保留度佳,5,"[""紅蘿蔔"", ""結頭菜"", ""金針菇"", ""煮""]"
新北市新店區私立能仁家商,2026-03-31,湯品,肉骨茶湯,False,紅蘿蔔、結頭菜、金針菇,3,蔬菜豐富且煮製，營養保留度佳,5,"[""紅蘿蔔"", ""結頭菜"", ""金針菇"", ""煮""]"
新北市新莊區昌隆國小,2026-03-31,湯品,肉骨茶湯,False,紅蘿蔔、結頭菜、金針菇,3,蔬菜豐富且煮製，營養保留度佳,5,"[""紅蘿蔔"", ""結頭菜"", ""金針菇"", ""煮""]"
新北市樹林區文林國小,2026-03-31,湯品,肉骨茶湯,False,紅蘿蔔、結頭菜、金針菇,3,蔬菜豐富且煮製，營養保留度佳,5,"[""紅蘿蔔"", ""結頭菜"", ""金針菇"", ""煮""]"
新北市永和區永和國小,2026-03-31,湯品,肉骨茶湯,False,紅蘿蔔、結頭菜、金針菇,3,蔬菜豐富且煮製，營養保留度佳,5,"[""紅蘿蔔"", ""結頭菜"", ""金針菇"", ""煮""]"
新北市永和區私立育才國小,2026-03-31,湯品,肉骨茶湯,False,紅蘿蔔、結頭菜、金針菇,3,蔬菜豐富且煮製，營養保留度佳,5,"[""紅蘿蔔"", ""結頭菜"", ""金針菇"", ""煮""]"
中華中學學校財團法人新北市福瑞斯特高中,2026-03-31,蔬菜,油麥菜(產銷履歷),False,油麥菜,1,原型葉菜清燙，纖維與礦物質保留度佳,5,"[""油麥菜"", ""燙""]"
新北市三重區私立金陵女中,2026-03-31,蔬菜,油麥菜(產銷履歷),False,油麥菜,1,原型葉菜清燙，纖維與礦物質保留度佳,5,"[""油麥菜"", ""燙""]"
新北市中和區私立竹林高中,2026-03-31,蔬菜,油麥菜(產銷履歷),False,油麥菜,1,原型葉菜清燙，纖維與礦物質保留度佳,5,"[""油麥菜"", ""燙""]"
新北市新莊區中平國中,2026-03-31,蔬菜,油麥菜(產銷履歷),False,油麥菜,1,原型葉菜清燙，纖維與礦物質保留度佳,5,"[""油麥菜"", ""燙""]"
新北市新莊區新莊高中,2026-03-31,蔬菜,油麥菜(產銷履歷),False,油麥菜,1,原型葉菜清燙，纖維與礦物質保留度佳,5,"[""油麥菜"", ""燙""]"
新北市新莊區福營國中,2026-03-31,蔬菜,油麥菜(產銷履歷),False,油麥菜,1,原型葉菜清燙，纖維與礦物質保留度佳,5,"[""油麥菜"", ""燙""]"
新北巿坪林區坪林實驗國中,2026-03-31,主菜,椒鹽魚丁,False,甜不辣、白肉旗魚,2,魚肉優質但搭配高鹽調味料,3,"[""白肉旗魚"", ""甜不辣""]"
新北市石碇區和平國小,2026-03-31,主菜,椒鹽魚丁,False,甜不辣、白肉旗魚,2,魚肉優質但搭配高鹽調味料,3,"[""白肉旗魚"", ""甜不辣""]"
新北市石碇區石碇國小,2026-03-31,主菜,椒鹽魚丁,False,甜不辣、白肉旗魚,2,魚肉優質但搭配高鹽調味料,3,"[""白肉旗魚"", ""甜不辣""]"
新北市石碇區石碇高中,2026-03-31,主菜,椒鹽魚丁,False,甜不辣、白肉旗魚,2,魚肉優質但搭配高鹽調味料,3,"[""白肉旗魚"", ""甜不辣""]"
新北巿坪林區坪林實驗國中,2026-03-31,主食,地瓜飯,False,地瓜、白米,2,地瓜纖維豐富，搭配白米煮製,4,"[""地瓜"", ""白米"", ""煮""]"
新北市三峽區民義國小,2026-03-31,主食,地瓜飯,False,地瓜、白米,2,地瓜纖維豐富，搭配白米煮製,4,"[""地瓜"", ""白米"", ""煮""]"
新北市新莊區私立恆毅高中,2026-03-31,主食,地瓜飯,False,地瓜、白米,2,地瓜纖維豐富，搭配白米煮製,4,"[""地瓜"", ""白米"", ""煮""]"
新北市石碇區和平國小,2026-03-31,主食,地瓜飯,False,地瓜、白米,2,地瓜纖維豐富，搭配白米煮製,4,"[""地瓜"", ""白米"", ""煮""]"
新北市石碇區石碇國小,2026-03-31,主食,地瓜飯,False,地瓜、白米,2,地瓜纖維豐富，搭配白米煮製,4,"[""地瓜"", ""白米"", ""煮""]"
新北市石碇區石碇高中,2026-03-31,主食,地瓜飯,False,地瓜、白米,2,地瓜纖維豐富，搭配白米煮製,4,"[""地瓜"", ""白米"", ""煮""]"
臺北市北投區私立薇閣國小(低年級),2026-03-31,主食,地瓜飯,False,地瓜、白米,2,地瓜纖維豐富，搭配白米煮製,4,"[""地瓜"", ""白米"", ""煮""]"
臺北市北投區私立薇閣國小(高年級),2026-03-31,主食,地瓜飯,False,地瓜、白米,2,地瓜纖維豐富，搭配白米煮製,4,"[""地瓜"", ""白米"", ""煮""]"
新北巿坪林區坪林實驗國中,2026-03-31,副菜,玉米肉末干丁,False,乾香菇、冷凍玉米粒、絞肉、胡蘿蔔、豆干,5,蔬菜搭配瘦肉，營養豐富,4,"[""乾香菇"", ""冷凍玉米粒"", ""絞肉"", ""胡蘿蔔"", ""豆干""]"
新北市石碇區和平國小,2026-03-31,副菜,玉米肉末干丁,False,乾香菇、冷凍玉米粒、絞肉、胡蘿蔔、豆干,5,蔬菜搭配瘦肉，營養豐富,4,"[""乾香菇"", ""冷凍玉米粒"", ""絞肉"", ""胡蘿蔔"", ""豆干""]"
新北市石碇區石碇國小,2026-03-31,副菜,玉米肉末干丁,False,乾香菇、冷凍玉米粒、絞肉、胡蘿蔔、豆干,5,蔬菜搭配瘦肉，營養豐富,4,"[""乾香菇"", ""冷凍玉米粒"", ""絞肉"", ""胡蘿蔔"", ""豆干""]"
新北市石碇區石碇高中,2026-03-31,副菜,玉米肉末干丁,False,乾香菇、冷凍玉米粒、絞肉、胡蘿蔔、豆干,5,蔬菜搭配瘦肉，營養豐富,4,"[""乾香菇"", ""冷凍玉米粒"", ""絞肉"", ""胡蘿蔔"", ""豆干""]"
